Last Update: 2024-10-04 22:10 UTC
            Object         |    Diameter    |             VI Max                                   |          VIs                  |
 Num/des.       Name       |   m  |   *=Y   |      Date/Time   |  IP max  | PS max |TS  | Vel km/s | Years     | IP cum   | PS cum |
AAAAAAAAA AAAAAAAAAAAAAAAA | NNNN |    A    | YYYY-MM-DD HH:MM | EEEEEEEE | NNN.NN | NN |  NNN.NN  | YYYY-YYYY | EEEEEEEE | NNN.NN |
2016TQ18                   |   20 |    *    | 2110-10-01 04:01 |  1.06E-5 |  -5.91 |  0 |   14.73  | 2110-2110 |  1.06E-5 |  -5.91 |
2007UD6                    |    8 |    *    | 2067-10-18 22:37 |  6.25E-5 |  -5.92 |  0 |   12.69  | 2061-2088 |  1.05E-4 |  -5.73 |
2020GO1                    |   11 |    *    | 2109-04-02 20:56 |  5.36E-5 |  -5.92 |  0 |   13.10  | 2074-2121 |  1.05E-4 |  -5.62 |
2020SW5                    |   25 |    *    | 2110-05-02 05:56 |  4.05E-6 |  -5.92 |  0 |   19.35  | 2099-2122 |  7.50E-6 |  -5.65 |
2015JJ                     |  140 |    *    | 2119-11-07 05:57 |  9.99E-8 |  -5.92 |  0 |   15.47  | 2111-2119 |  1.02E-7 |  -5.91 |
2023FZ3                    |   50 |    *    | 2034-04-02 22:33 |  7.50E-8 |  -5.92 |  0 |   22.80  | 2034-2034 |  7.50E-8 |  -5.92 |
2022UD                     |   13 |    *    | 2118-10-17 08:50 |  2.12E-5 |  -5.93 |  0 |   15.76  | 2067-2120 |  8.99E-5 |  -5.21 |
2020UK2                    |   15 |    *    | 2096-10-11 00:03 |  2.06E-5 |  -5.93 |  0 |   13.50  | 2089-2118 |  2.62E-5 |  -5.83 |
2017RZ17                   |  300 |    *    | 2027-04-24 11:22 | 1.96E-10 |  -5.93 |  0 |   18.99  | 2027-2104 |  1.73E-9 |  -5.53 |
2010HV20                   |  465 |         | 2116-05-05 14:58 |  2.48E-8 |  -5.94 |  0 |   27.14  | 2116-2116 |  2.67E-8 |  -5.91 |
2018LR3                    |   20 |    *    | 2119-06-28 09:21 |  1.53E-5 |  -5.94 |  0 |   11.93  | 2077-2122 |  1.55E-5 |  -5.93 |
2019RT3                    |   30 |    *    | 2087-09-11 01:16 |  2.55E-6 |  -5.94 |  0 |   13.54  | 2075-2115 |  3.19E-6 |  -5.84 |
2023FH7                    |    6 |    *    | 2073-04-01 00:35 |  8.84E-5 |  -5.94 |  0 |   13.93  | 2073-2076 |  8.84E-5 |  -5.94 |
1994GV                     |   11 |    *    | 2051-04-11 15:54 |  1.23E-5 |  -5.94 |  0 |   13.87  | 2024-2122 |  8.99E-5 |  -5.24 |
2019BU1                    |   21 |    *    | 2062-01-21 18:50 |  2.76E-6 |  -5.94 |  0 |   18.19  | 2062-2062 |  2.76E-6 |  -5.94 |
2023HZ5                    |   10 |    *    | 2089-04-19 02:22 |  4.80E-5 |  -5.95 |  0 |   12.81  | 2077-2095 |  4.84E-5 |  -5.94 |
2017RZ15                   |   13 |    *    | 2106-09-04 20:19 |  2.65E-5 |  -5.96 |  0 |   13.66  | 2070-2121 |  5.77E-5 |  -5.59 |
2023XZ13                   |    8 |    *    | 2059-12-10 00:27 |  3.39E-5 |  -5.96 |  0 |   14.04  | 2059-2117 |  4.59E-5 |  -5.88 |
2023SM5                    |   18 |    *    | 2118-09-24 11:58 |  9.92E-6 |  -5.97 |  0 |   16.00  | 2109-2122 |  1.49E-5 |  -5.80 |
2017SA20                   |    8 |    *    | 2072-04-22 15:49 |  6.49E-5 |  -5.97 |  0 |   12.63  | 2031-2122 |  4.81E-4 |  -5.15 |
2022DT4                    |   21 |    *    | 2099-02-27 23:15 |  8.68E-6 |  -5.97 |  0 |   13.36  | 2099-2118 |  1.02E-5 |  -5.91 |
2019KJ4                    |   13 |    *    | 2066-06-03 14:03 |  1.79E-5 |  -5.97 |  0 |   12.24  | 2059-2122 |  8.48E-5 |  -5.48 |
2024CZ3                    |   40 |    *    | 2080-12-26 02:59 |  1.15E-6 |  -5.98 |  0 |   14.18  | 2080-2080 |  1.15E-6 |  -5.98 |
2013GA55                   |   11 |    *    | 2114-04-06 00:58 |  4.43E-5 |  -5.98 |  0 |   14.56  | 2070-2122 |  5.33E-5 |  -5.88 |
2020LV                     |   30 |    *    | 2109-06-22 02:25 |  3.98E-6 |  -5.98 |  0 |   12.05  | 2109-2122 |  4.31E-6 |  -5.95 |
2022WN3                    |   17 |    *    | 2082-11-21 01:53 |  4.92E-6 |  -5.98 |  0 |   22.49  | 2082-2096 |  5.21E-6 |  -5.96 |
2016NK22                   |    6 |    *    | 2111-07-14 06:02 |  1.90E-4 |  -6.00 |  0 |   13.12  | 2089-2119 |  2.41E-4 |  -5.89 |
2021YK                     |   12 |    *    | 2099-01-04 12:59 |  2.85E-5 |  -6.00 |  0 |   13.07  | 2090-2122 |  2.95E-5 |  -5.99 |
2016TY55                   |   16 |    *    | 2082-10-20 04:43 |  1.53E-5 |  -6.00 |  0 |   12.09  | 2082-2121 |  2.24E-5 |  -5.87 |
2015EO                     |   16 |    *    | 2062-09-12 09:58 |  4.10E-6 |  -6.00 |  0 |   18.11  | 2050-2077 |  7.86E-6 |  -5.77 |
2012TV                     |   30 |    *    | 2081-04-02 17:03 |  8.56E-7 |  -6.01 |  0 |   20.08  | 2070-2120 |  1.77E-6 |  -5.68 |
2009HS44                   |   18 |    *    | 2111-09-17 12:50 |  6.08E-6 |  -6.01 |  0 |   21.44  | 2111-2111 |  6.08E-6 |  -6.01 |
2016RR1                    |   10 |    *    | 2100-09-03 12:38 |  4.73E-5 |  -6.01 |  0 |   13.06  | 2079-2119 |  1.23E-4 |  -5.60 |
2015BE511                  |    7 |    *    | 2078-01-27 11:00 |  6.89E-5 |  -6.02 |  0 |   14.96  | 2057-2110 |  7.79E-5 |  -5.94 |
2017TW5                    |   13 |    *    | 2072-10-18 20:21 |  7.27E-6 |  -6.02 |  0 |   18.92  | 2069-2115 |  8.12E-6 |  -5.99 |
2019AW2                    |   30 |    *    | 2072-12-27 15:43 |  1.21E-6 |  -6.03 |  0 |   17.71  | 2072-2072 |  1.21E-6 |  -6.03 |
2001BA16                   |   21 |    *    | 2041-01-15 01:29 |  1.27E-6 |  -6.03 |  0 |   12.21  | 2040-2051 |  1.36E-6 |  -6.01 |
2020YB1                    |   16 |    *    | 2073-12-25 07:54 |  6.55E-6 |  -6.04 |  0 |   16.26  | 2073-2120 |  2.39E-5 |  -5.56 |
2021VB2                    |    8 |    *    | 2072-11-08 23:14 |  4.62E-5 |  -6.04 |  0 |   13.90  | 2072-2072 |  7.04E-5 |  -5.86 |
2022UG6                    |   10 |    *    | 2062-10-15 20:05 |  1.51E-5 |  -6.04 |  0 |   18.30  | 2059-2116 |  1.57E-5 |  -6.02 |
2013NH6                    |   70 |    *    | 2060-06-29 19:34 |  5.57E-8 |  -6.04 |  0 |   24.42  | 2060-2060 |  1.43E-7 |  -5.63 |
2024BP4                    |   16 |    *    | 2027-03-30 18:43 |  1.01E-6 |  -6.04 |  0 |   14.66  | 2027-2121 |  1.06E-5 |  -5.69 |
2023XR14                   |    8 |    *    | 2104-12-13 14:13 |  5.16E-5 |  -6.05 |  0 |   15.19  | 2093-2120 |  5.99E-5 |  -5.98 |
2022AP1                    |    8 |    *    | 2076-01-03 04:12 |  4.44E-5 |  -6.05 |  0 |   15.32  | 2059-2122 |  6.04E-5 |  -5.91 |
2024SN8                    |   25 |    *    | 2078-10-09 15:46 |  1.75E-6 |  -6.06 |  0 |   17.76  | 2078-2119 |  7.12E-6 |  -5.54 |
2014AD16                   |   12 |    *    | 2087-01-08 08:33 |  2.02E-5 |  -6.06 |  0 |   13.94  | 2087-2098 |  2.02E-5 |  -6.06 |
2016CY135                  |   50 |    *    | 2103-03-11 08:06 |  1.12E-6 |  -6.06 |  0 |   13.05  | 2103-2119 |  2.00E-6 |  -5.83 |
2022PX1                    |  130 |    *    | 2040-08-11 15:55 |  3.81E-9 |  -6.06 |  0 |   36.85  | 2040-2040 |  3.81E-9 |  -6.06 |
2007EV                     |   30 |    *    | 2117-03-18 16:55 |  1.79E-6 |  -6.07 |  0 |   15.41  | 2088-2118 |  5.42E-6 |  -5.55 |
2010TW54                   |   11 |    *    | 2103-10-10 08:02 |  3.03E-5 |  -6.07 |  0 |   13.62  | 2074-2122 |  6.99E-5 |  -5.74 |
2016CK137                  |   12 |    *    | 2059-02-03 13:08 |  9.19E-6 |  -6.07 |  0 |   14.89  | 2054-2122 |  4.95E-5 |  -5.56 |
2021CZ7                    |    8 |    *    | 2117-02-18 04:44 |  7.47E-5 |  -6.08 |  0 |   14.40  | 2040-2117 |  7.59E-5 |  -6.07 |
2018BL11                   |    8 |    *    | 2107-01-22 18:55 |  5.36E-5 |  -6.08 |  0 |   15.89  | 2107-2122 |  1.25E-4 |  -5.73 |
2021VY4                    |   19 |    *    | 2111-11-14 08:28 |  6.40E-6 |  -6.08 |  0 |   17.85  | 2103-2120 |  2.19E-5 |  -5.55 |
2022MK1                    |   60 |    *    | 2099-07-19 16:41 |  6.15E-7 |  -6.08 |  0 |   12.90  | 2099-2106 |  7.07E-7 |  -6.02 |
2020FZ46                   |   50 |    *    | 2091-07-27 02:28 |  2.83E-7 |  -6.08 |  0 |   18.59  | 2059-2117 |  5.30E-7 |  -5.83 |
2019BZ                     |   11 |    *    | 2078-07-28 06:53 |  1.71E-5 |  -6.08 |  0 |   14.11  | 2076-2121 |  2.18E-5 |  -6.01 |
2005WG57                   |   60 |    *    | 2092-08-22 17:33 |  3.36E-7 |  -6.09 |  0 |   14.93  | 2092-2122 |  4.30E-7 |  -6.00 |
2014HN2                    |   19 |    *    | 2120-03-22 16:35 |  1.20E-5 |  -6.09 |  0 |   11.47  | 2107-2120 |  1.20E-5 |  -6.09 |
2019AB                     |   20 |    *    | 2108-01-05 13:03 |  6.24E-6 |  -6.09 |  0 |   14.95  | 2108-2108 |  6.24E-6 |  -6.09 |
2015KE319                  |   16 |    *    | 2046-05-29 10:45 |  1.84E-6 |  -6.09 |  0 |   16.62  | 2046-2092 |  2.31E-6 |  -6.02 |
2023TM3                    |   15 |    *    | 2092-10-09 21:49 |  7.77E-6 |  -6.10 |  0 |   15.88  | 2082-2121 |  2.48E-5 |  -5.63 |
2009BF58                   |   13 |    *    | 2083-01-22 05:27 |  1.61E-5 |  -6.10 |  0 |   13.03  | 2057-2121 |  4.58E-5 |  -5.69 |
2020BB5                    |    4 |    *    | 2107-01-23 02:03 |  3.07E-4 |  -6.10 |  0 |   14.24  | 2092-2115 |  3.12E-4 |  -6.09 |
2014FX32                   |   40 |    *    | 2076-03-12 03:26 |  1.10E-6 |  -6.10 |  0 |   14.38  | 2076-2076 |  1.10E-6 |  -6.10 |
2010XN69                   |   19 |    *    | 2030-01-08 16:35 |  1.21E-6 |  -6.10 |  0 |   12.62  | 2030-2116 |  3.45E-5 |  -5.18 |
2024BJ3                    |   23 |    *    | 2091-07-08 00:16 |  1.88E-6 |  -6.10 |  0 |   20.83  | 2079-2114 |  4.31E-6 |  -5.78 |
2023MW5                    |   14 |    *    | 2109-06-20 06:09 |  1.63E-5 |  -6.11 |  0 |   13.23  | 2059-2117 |  4.52E-5 |  -5.63 |
2009HW67                   |   21 |    *    | 2079-04-24 14:14 |  1.44E-6 |  -6.11 |  0 |   25.29  | 2046-2079 |  2.56E-6 |  -5.78 |
2011DS                     |   14 |    *    | 2080-02-24 17:57 |  1.16E-5 |  -6.11 |  0 |   12.95  | 2065-2122 |  2.53E-5 |  -5.82 |
2011WN69                   |   22 |    *    | 2109-11-23 12:36 |  2.40E-6 |  -6.11 |  0 |   25.60  | 2038-2109 |  4.26E-6 |  -5.86 |
2021RR14                   |   16 |    *    | 2108-04-29 14:18 |  1.76E-5 |  -6.11 |  0 |   11.60  | 2074-2121 |  4.91E-5 |  -5.65 |
2022HO2                    |   30 |    *    | 2065-05-01 00:29 |  8.51E-7 |  -6.11 |  0 |   19.10  | 2065-2066 |  8.72E-7 |  -6.10 |
2023NQ1                    |   80 |    *    | 2120-07-09 17:41 |  9.28E-8 |  -6.11 |  0 |   25.84  | 2120-2120 |  9.28E-8 |  -6.11 |
2021UX1                    |    5 |    *    | 2082-10-25 04:05 |  1.72E-4 |  -6.12 |  0 |   11.64  | 2034-2106 |  2.45E-4 |  -5.80 |
2022BY39                   |    4 |    *    | 2107-01-22 17:22 |  5.11E-4 |  -6.12 |  0 |   11.46  | 2107-2111 |  6.18E-4 |  -6.04 |
2020OM6                    |   40 |    *    | 2106-07-14 02:31 |  2.01E-6 |  -6.12 |  0 |   12.27  | 2106-2121 |  2.04E-6 |  -6.12 |
2023UV                     |   70 |    *    | 2098-10-06 02:58 |  5.70E-8 |  -6.13 |  0 |   37.73  | 2098-2098 |  5.70E-8 |  -6.13 |
2021VP8                    |   20 |    *    | 2110-11-26 20:24 |  7.91E-6 |  -6.13 |  0 |   12.98  | 2073-2110 |  1.10E-5 |  -5.99 |
2012BA102                  |   15 |    *    | 2112-01-27 01:25 |  9.18E-6 |  -6.14 |  0 |   13.32  | 2112-2117 |  1.57E-5 |  -5.92 |
2020WD                     |    9 |    *    | 2085-09-30 10:19 |  4.80E-5 |  -6.14 |  0 |   12.55  | 2055-2120 |  1.02E-4 |  -5.86 |
2006BM8                    |   29 |    *    | 2113-01-21 22:57 |  1.63E-6 |  -6.14 |  0 |   18.53  | 2102-2122 |  3.98E-6 |  -5.76 |
2015SG                     |   19 |    *    | 2105-08-17 08:13 |  7.35E-6 |  -6.15 |  0 |   13.69  | 2105-2105 |  7.35E-6 |  -6.15 |
2012VS76                   |   14 |    *    | 2084-11-16 16:06 |  7.58E-6 |  -6.15 |  0 |   16.03  | 2081-2120 |  1.31E-5 |  -5.93 |
2022VQ1                    |   24 |    *    | 2111-04-29 14:11 |  3.76E-6 |  -6.16 |  0 |   15.31  | 2111-2121 |  4.55E-6 |  -6.08 |
2020VO1                    |    9 |    *    | 2085-11-07 20:44 |  3.28E-5 |  -6.16 |  0 |   13.56  | 2068-2121 |  8.10E-5 |  -5.83 |
2022JV1                    |   12 |    *    | 2116-05-11 17:45 |  3.04E-5 |  -6.16 |  0 |   12.91  | 2074-2120 |  9.47E-5 |  -5.63 |
2022QO2                    |   10 |    *    | 2070-08-20 06:33 |  9.15E-6 |  -6.16 |  0 |   21.12  | 2070-2118 |  1.10E-5 |  -6.10 |
2022YJ5                    |   16 |    *    | 2104-12-22 07:16 |  5.32E-6 |  -6.16 |  0 |   21.40  | 2102-2110 |  6.20E-6 |  -6.09 |
2023ES1                    |   10 |    *    | 2047-05-05 23:54 |  1.01E-5 |  -6.17 |  0 |   13.62  | 2047-2108 |  4.45E-5 |  -5.87 |
2007YM                     |   21 |    *    | 2026-11-29 03:37 |  2.07E-7 |  -6.17 |  0 |   14.00  | 2024-2121 |  1.31E-5 |  -5.34 |
2008CT1                    |    9 |    *    | 2116-02-06 09:27 |  1.76E-5 |  -6.18 |  0 |   17.84  | 2030-2122 |  2.56E-5 |  -5.98 |
2020FZ2                    |   30 |    *    | 2118-03-29 03:48 |  7.33E-7 |  -6.18 |  0 |   24.96  | 2110-2122 |  1.56E-6 |  -5.85 |
2023QH                     |   60 |    *    | 2054-08-29 07:55 |  6.85E-8 |  -6.18 |  0 |   20.12  | 2054-2054 |  6.85E-8 |  -6.18 |
2012XM16                   |   25 |    *    | 2081-12-20 00:45 |  1.72E-6 |  -6.19 |  0 |   16.91  | 2081-2107 |  2.40E-6 |  -6.08 |
2018VA8                    |   16 |    *    | 2099-11-09 16:56 |  7.99E-6 |  -6.19 |  0 |   16.27  | 2099-2119 |  2.14E-5 |  -5.78 |
2014WA366                  |   17 |    *    | 2117-11-16 16:42 |  1.24E-5 |  -6.19 |  0 |   11.42  | 2109-2117 |  1.25E-5 |  -6.19 |
2019WE                     |   16 |    *    | 2044-11-22 20:26 |  2.69E-6 |  -6.19 |  0 |   13.82  | 2044-2078 |  8.09E-6 |  -5.94 |
2008VM                     |    3 |    *    | 2031-11-04 17:35 |  3.66E-5 |  -6.19 |  0 |   15.17  | 2031-2031 |  3.66E-5 |  -6.19 |
2024QL1                    |   11 |    *    | 2120-08-23 09:21 |  2.81E-5 |  -6.19 |  0 |   11.95  | 2104-2120 |  4.58E-5 |  -5.98 |
2023VF4                    |   26 |    *    | 2122-11-06 18:01 |  2.38E-6 |  -6.20 |  0 |   16.57  | 2122-2122 |  2.51E-6 |  -6.18 |
2022OK5                    |   80 |    *    | 2120-08-02 16:58 |  9.94E-8 |  -6.20 |  0 |   21.50  | 2120-2120 |  9.94E-8 |  -6.20 |
2011CU46                   |   26 |    *    | 2103-08-13 19:01 |  1.31E-6 |  -6.20 |  0 |   19.57  | 2047-2122 |  8.51E-6 |  -5.35 |
2012VJ38                   |    7 |    *    | 2077-11-14 15:41 |  5.14E-5 |  -6.20 |  0 |   12.03  | 2031-2121 |  6.98E-5 |  -5.90 |
2020TO2                    |   18 |    *    | 2119-10-17 23:07 |  6.30E-6 |  -6.20 |  0 |   16.81  | 2119-2121 |  1.22E-5 |  -5.92 |
2021ER                     |   15 |    *    | 2084-02-28 11:13 |  1.18E-5 |  -6.20 |  0 |   11.97  | 2076-2110 |  1.27E-5 |  -6.17 |
2004FU162                  |    5 |    *    | 2025-03-31 22:23 |  7.00E-7 |  -6.20 |  0 |   16.87  | 2024-2122 |  7.05E-6 |  -5.72 |
2019PG                     |   27 |    *    | 2115-07-13 19:22 |  2.68E-6 |  -6.20 |  0 |   13.29  | 2103-2122 |  2.69E-6 |  -6.20 |
2020QF1                    |    7 |    *    | 2102-08-14 22:25 |  5.14E-5 |  -6.21 |  0 |   16.71  | 2102-2102 |  5.14E-5 |  -6.21 |
2007HB15                   |   10 |    *    | 2055-04-25 12:33 |  1.18E-5 |  -6.21 |  0 |   12.85  | 2055-2119 |  2.52E-5 |  -6.04 |
2016CG18                   |    7 |    *    | 2062-08-07 04:20 |  3.73E-5 |  -6.21 |  0 |   11.95  | 2062-2122 |  1.61E-4 |  -5.81 |
2009RR                     |   27 |    *    | 2108-09-17 08:34 |  1.76E-6 |  -6.22 |  0 |   17.11  | 2102-2120 |  1.09E-5 |  -5.43 |
2021PK4                    |    9 |    *    | 2068-08-06 20:29 |  1.85E-5 |  -6.22 |  0 |   16.40  | 2060-2075 |  2.09E-5 |  -6.16 |
2006CD                     |  300 |    *    | 2026-07-12 07:52 | 4.69E-10 |  -6.22 |  0 |   15.44  | 2025-2084 |  5.72E-9 |  -5.66 |
2024RG7                    |   40 |    *    | 2102-09-18 13:10 |  5.23E-7 |  -6.23 |  0 |   15.66  | 2102-2102 |  1.10E-6 |  -5.91 |
2023UG4                    |   19 |    *    | 2081-11-01 09:08 |  4.63E-6 |  -6.23 |  0 |   11.85  | 2081-2122 |  1.85E-5 |  -5.70 |
2020PO4                    |   15 |    *    | 2102-02-07 16:12 |  1.20E-5 |  -6.23 |  0 |   12.61  | 2053-2122 |  5.49E-5 |  -5.51 |
2021CH37                   |   10 |    *    | 2120-02-19 03:44 |  4.12E-5 |  -6.23 |  0 |   13.38  | 2120-2120 |  5.42E-5 |  -6.11 |
2017MZ8                    |  120 |    *    | 2026-10-16 16:55 |  2.52E-9 |  -6.23 |  0 |   14.69  | 2026-2121 |  2.19E-8 |  -5.94 |
2010NH                     |   25 |    *    | 2092-06-30 20:06 |  1.86E-6 |  -6.24 |  0 |   15.20  | 2092-2092 |  1.86E-6 |  -6.24 |
2020CF2                    |   11 |    *    | 2112-02-10 22:54 |  3.08E-5 |  -6.24 |  0 |   11.63  | 2108-2122 |  4.72E-5 |  -6.05 |
2021NM3                    |   17 |    *    | 2117-07-18 08:37 |  8.15E-6 |  -6.24 |  0 |   13.87  | 2111-2117 |  9.07E-6 |  -6.19 |
2021AX6                    |   16 |    *    | 2062-12-30 11:24 |  5.04E-6 |  -6.24 |  0 |   13.25  | 2062-2089 |  5.17E-6 |  -6.23 |
2023JV                     |   40 |    *    | 2109-10-31 18:41 |  4.37E-7 |  -6.24 |  0 |   18.19  | 2053-2111 |  4.38E-7 |  -6.24 |
2018CM                     |   10 |    *    | 2072-02-08 09:40 |  1.48E-5 |  -6.25 |  0 |   14.67  | 2042-2120 |  2.29E-5 |  -6.10 |
2007YS56                   |   25 |    *    | 2113-12-26 15:12 |  2.99E-6 |  -6.25 |  0 |   14.44  | 2113-2113 |  5.83E-6 |  -5.96 |
2020FA1                    |   19 |    *    | 2119-09-08 18:57 |  8.68E-6 |  -6.25 |  0 |   11.40  | 2117-2119 |  8.97E-6 |  -6.24 |
2020WZ3                    |   22 |    *    | 2118-05-20 14:02 |  5.74E-6 |  -6.25 |  0 |   12.84  | 2107-2121 |  6.78E-6 |  -6.17 |
2009WQ25                   |   60 |    *    | 2094-10-27 14:39 |  1.89E-7 |  -6.25 |  0 |   20.30  | 2094-2106 |  2.47E-7 |  -6.15 |
2015XR169                  |    6 |    *    | 2062-12-13 16:23 |  3.67E-5 |  -6.25 |  0 |   14.69  | 2050-2122 |  1.75E-4 |  -5.64 |
2023VD1                    |   40 |    *    | 2113-01-27 20:45 |  1.16E-6 |  -6.26 |  0 |   14.06  | 2060-2123 |  6.44E-6 |  -5.50 |
2023MZ5                    |   22 |    *    | 2098-12-30 05:08 |  2.66E-6 |  -6.26 |  0 |   15.77  | 2058-2119 |  1.06E-5 |  -5.63 |
2013HT14                   |   19 |    *    | 2077-04-16 13:35 |  1.35E-6 |  -6.26 |  0 |   23.35  | 2043-2086 |  1.85E-6 |  -6.08 |
2016EM156                  |    9 |    *    | 2116-03-19 15:09 |  3.21E-5 |  -6.26 |  0 |   14.23  | 2116-2116 |  3.45E-5 |  -6.23 |
2017QM33                   |   10 |    *    | 2084-08-25 03:56 |  9.67E-6 |  -6.26 |  0 |   20.86  | 2079-2107 |  1.07E-5 |  -6.22 |
2017YE8                    |   29 |    *    | 2118-12-26 07:25 |  1.61E-6 |  -6.26 |  0 |   18.09  | 2112-2118 |  2.05E-6 |  -6.15 |
2019GD4                    |   11 |    *    | 2084-02-03 22:28 |  1.86E-5 |  -6.26 |  0 |   13.45  | 2072-2121 |  5.34E-5 |  -5.85 |
2021CN5                    |   10 |    *    | 2112-02-15 14:45 |  1.60E-5 |  -6.27 |  0 |   19.55  | 2109-2122 |  2.93E-5 |  -6.01 |
2020UC                     |   11 |    *    | 2070-10-22 02:52 |  1.18E-5 |  -6.28 |  0 |   13.51  | 2053-2119 |  4.83E-5 |  -5.76 |
2020UX4                    |   25 |    *    | 2094-08-25 15:45 |  2.40E-6 |  -6.28 |  0 |   13.56  | 2074-2121 |  4.00E-6 |  -6.08 |
2013YB                     |  1.8 |    *    | 2024-12-23 09:00 |  1.91E-5 |  -6.28 |  0 |   14.25  | 2024-2046 |  4.24E-5 |  -6.22 |
2007TX22                   |    8 |    *    | 2060-10-12 05:48 |  2.08E-5 |  -6.29 |  0 |   14.23  | 2048-2087 |  4.95E-5 |  -5.96 |
2024SQ                     |   25 |    *    | 2112-10-01 17:09 |  1.85E-6 |  -6.29 |  0 |   16.86  | 2104-2118 |  4.99E-6 |  -5.86 |
2017WL15                   |   25 |    *    | 2114-05-22 19:38 |  1.51E-6 |  -6.30 |  0 |   21.18  | 2058-2114 |  2.95E-6 |  -5.86 |
2024PF2                    |   27 |    *    | 2113-07-16 10:40 |  2.13E-6 |  -6.30 |  0 |   13.22  | 2099-2113 |  2.13E-6 |  -6.30 |
2002GM5                    |  150 |    *    | 2113-10-04 04:11 |  1.26E-8 |  -6.31 |  0 |   22.61  | 2113-2113 |  1.26E-8 |  -6.31 |
2007US51                   |   12 |    *    | 2117-11-01 12:52 |  8.26E-6 |  -6.31 |  0 |   18.90  | 2082-2120 |  1.77E-5 |  -5.96 |
2012BU1                    |   10 |    *    | 2102-01-14 08:59 |  1.81E-5 |  -6.31 |  0 |   14.34  | 2071-2122 |  5.40E-5 |  -5.84 |
2020WN5                    |    9 |    *    | 2085-05-13 04:21 |  1.74E-5 |  -6.31 |  0 |   16.13  | 2074-2122 |  6.63E-5 |  -5.83 |
2016AB166                  |   50 |    *    | 2108-01-13 08:04 |  2.36E-7 |  -6.31 |  0 |   24.33  | 2106-2115 |  3.27E-7 |  -6.17 |
2008EM68                   |   10 |    *    | 2025-03-11 06:06 |  2.10E-7 |  -6.31 |  0 |   19.92  | 2025-2103 |  6.89E-7 |  -6.01 |
2024FB                     |   25 |    *    | 2119-08-17 01:37 |  2.35E-6 |  -6.33 |  0 |   14.38  | 2058-2122 |  4.46E-6 |  -6.01 |
2021SO1                    |   15 |    *    | 2115-10-13 19:10 |  1.01E-5 |  -6.33 |  0 |   14.11  | 2084-2115 |  1.44E-5 |  -6.14 |
2014GQ17                   |   13 |    *    | 2067-06-13 08:53 |  6.44E-6 |  -6.33 |  0 |   12.41  | 2054-2122 |  5.95E-5 |  -5.47 |
2019UE4                    |   10 |    *    | 2064-10-21 03:02 |  6.79E-6 |  -6.33 |  0 |   16.09  | 2064-2122 |  1.66E-5 |  -6.11 |
2024GF6                    |   16 |    *    | 2116-04-20 17:00 |  6.57E-6 |  -6.34 |  0 |   13.89  | 2116-2121 |  1.05E-5 |  -6.14 |
2010UC7                    |   43 |         | 2118-11-06 08:53 |  5.47E-7 |  -6.34 |  0 |   17.46  | 2112-2118 |  1.20E-6 |  -6.00 |
2020DK                     |   23 |    *    | 2093-02-07 21:24 |  2.27E-6 |  -6.34 |  0 |   15.30  | 2089-2122 |  1.17E-5 |  -5.65 |
2019DX                     |   14 |    *    | 2098-03-04 18:58 |  4.98E-6 |  -6.35 |  0 |   16.70  | 2051-2103 |  5.29E-6 |  -6.30 |
2020AO1                    |   70 |    *    | 2049-01-13 17:16 |  2.92E-8 |  -6.36 |  0 |   20.36  | 2049-2049 |  2.92E-8 |  -6.36 |
2011SE191                  |   30 |    *    | 2118-09-23 12:50 |  6.86E-7 |  -6.36 |  0 |   18.27  | 2098-2118 |  6.86E-7 |  -6.36 |
2017FW90                   |    8 |    *    | 2119-10-03 15:15 |  4.43E-5 |  -6.37 |  0 |   11.93  | 2101-2119 |  5.44E-5 |  -6.28 |
2005SO1                    |   29 |    *    | 2110-09-21 11:08 |  1.13E-6 |  -6.37 |  0 |   16.42  | 2110-2110 |  3.84E-6 |  -5.84 |
2020TS1                    |    6 |    *    | 2121-10-10 07:01 |  1.37E-4 |  -6.37 |  0 |   11.73  | 2121-2121 |  1.37E-4 |  -6.37 |
2006WV29                   |   17 |    *    | 2036-06-04 07:51 |  4.00E-7 |  -6.37 |  0 |   20.13  | 2036-2120 |  5.35E-6 |  -5.85 |
2014OX3                    |   11 |    *    | 2116-07-24 17:50 |  1.50E-5 |  -6.38 |  0 |   16.99  | 2116-2120 |  1.50E-5 |  -6.38 |
2018DZ3                    |   19 |    *    | 2110-03-04 19:18 |  3.91E-6 |  -6.38 |  0 |   15.05  | 2068-2113 |  4.75E-6 |  -6.29 |
2018QE                     |   10 |    *    | 2068-10-11 01:41 |  1.38E-5 |  -6.38 |  0 |   11.93  | 2036-2120 |  2.20E-5 |  -6.18 |
2021EO                     |   30 |    *    | 2113-03-17 11:03 |  1.19E-6 |  -6.38 |  0 |   13.43  | 2113-2116 |  1.89E-6 |  -6.18 |
2022LD                     |   70 |    *    | 2122-05-30 07:25 |  1.36E-7 |  -6.38 |  0 |   18.50  | 2122-2122 |  2.11E-7 |  -6.19 |
2023UR10                   |    4 |    *    | 2032-10-19 09:58 |  1.72E-5 |  -6.38 |  0 |   14.80  | 2030-2032 |  1.75E-5 |  -6.37 |
2023TM15                   |   16 |    *    | 2100-05-15 05:45 |  2.67E-6 |  -6.39 |  0 |   19.98  | 2076-2117 |  6.13E-6 |  -6.02 |
