Last Update: 2024-10-04 22:10 UTC
            Object         |    Diameter    |             VI Max                                   |          VIs                  |
 Num/des.       Name       |   m  |   *=Y   |      Date/Time   |  IP max  | PS max |TS  | Vel km/s | Years     | IP cum   | PS cum |
AAAAAAAAA AAAAAAAAAAAAAAAA | NNNN |    A    | YYYY-MM-DD HH:MM | EEEEEEEE | NNN.NN | NN |  NNN.NN  | YYYY-YYYY | EEEEEEEE | NNN.NN |
2020XK1                    |  2.9 |    *    | 2070-12-08 06:16 |  3.66E-6 |  -8.26 |  0 |   12.60  | 2070-2113 |  5.79E-6 |  -8.11 |
2021XQ4                    |   17 |    *    | 2081-05-26 15:39 |  2.76E-8 |  -8.26 |  0 |   21.14  | 2054-2114 |  5.82E-8 |  -7.99 |
2017WF30                   |   19 |    *    | 2031-02-21 21:49 |  5.97E-9 |  -8.26 |  0 |   12.34  | 2028-2119 |  6.62E-8 |  -7.76 |
2022BE3                    |   40 |    *    | 2050-08-04 06:29 |  1.48E-9 |  -8.27 |  0 |   25.13  | 2050-2050 |  1.48E-9 |  -8.27 |
2024CK1                    |    5 |    *    | 2092-05-28 20:20 |  7.12E-7 |  -8.27 |  0 |   16.28  | 2073-2092 |  1.05E-6 |  -8.06 |
2023HS                     |   11 |    *    | 2111-04-18 10:36 |  1.83E-7 |  -8.28 |  0 |   14.60  | 2071-2111 |  1.85E-7 |  -8.27 |
2015XH55                   |    5 |    *    | 2092-12-01 23:20 |  1.08E-6 |  -8.28 |  0 |   13.27  | 2092-2121 |  2.86E-6 |  -7.89 |
2019QS                     |   40 |    *    | 2096-02-20 20:57 |  3.46E-9 |  -8.28 |  0 |   24.31  | 2096-2096 |  3.46E-9 |  -8.28 |
2021RO16                   |   17 |    *    | 2101-04-24 12:59 |  6.38E-8 |  -8.28 |  0 |   13.51  | 2101-2101 |  6.38E-8 |  -8.28 |
2012DY13                   |    9 |    *    | 2074-08-23 20:59 |  9.56E-8 |  -8.28 |  0 |   20.32  | 2074-2116 |  1.48E-7 |  -8.16 |
2002AN129                  |   20 |    *    | 2111-05-04 04:23 |  3.09E-8 |  -8.28 |  0 |   15.91  | 2111-2111 |  3.09E-8 |  -8.28 |
2014HD198                  |    4 |    *    | 2033-04-30 11:36 |  1.08E-7 |  -8.28 |  0 |   20.50  | 2033-2092 |  4.71E-7 |  -8.12 |
2019YE                     |   17 |    *    | 2112-06-16 03:05 |  5.81E-8 |  -8.29 |  0 |   16.55  | 2112-2112 |  5.81E-8 |  -8.29 |
2022WT6                    |   23 |    *    | 2106-12-05 14:48 |  1.49E-8 |  -8.31 |  0 |   22.93  | 2101-2112 |  1.95E-8 |  -8.20 |
2015FU344                  |  2.2 |    *    | 2066-03-16 11:01 |  3.40E-6 |  -8.32 |  0 |   14.95  | 2066-2112 |  5.96E-6 |  -8.11 |
2019EH1                    |    3 |    *    | 2064-08-21 03:58 |  9.26E-7 |  -8.32 |  0 |   18.23  | 2051-2121 |  3.10E-6 |  -7.88 |
2024JN                     |    8 |    *    | 2110-05-16 13:20 |  4.40E-7 |  -8.32 |  0 |   11.59  | 2110-2119 |  4.87E-7 |  -8.28 |
2016TH                     |    4 |    *    | 2081-03-31 09:33 |  9.91E-7 |  -8.33 |  0 |   13.41  | 2072-2118 |  2.64E-6 |  -8.00 |
2021LY1                    |    9 |    *    | 2040-06-03 18:39 |  5.21E-8 |  -8.33 |  0 |   16.02  | 2040-2040 |  5.21E-8 |  -8.33 |
2017VF14                   |    7 |    *    | 2093-11-13 16:45 |  3.04E-7 |  -8.34 |  0 |   16.29  | 2080-2093 |  5.59E-7 |  -8.06 |
2018BX5                    |    6 |    *    | 2113-01-16 03:11 |  9.09E-7 |  -8.34 |  0 |   13.62  | 2087-2116 |  2.67E-6 |  -7.83 |
2021AZ6                    |   20 |    *    | 2117-07-19 12:44 |  3.62E-8 |  -8.34 |  0 |   16.47  | 2117-2117 |  3.62E-8 |  -8.34 |
2020NY                     |   22 |    *    | 2114-07-10 07:49 |  2.94E-8 |  -8.34 |  0 |   16.19  | 2114-2114 |  2.94E-8 |  -8.34 |
2020XC                     |    6 |    *    | 2085-05-05 18:30 |  7.95E-7 |  -8.36 |  0 |   11.72  | 2085-2085 |  7.95E-7 |  -8.36 |
2011AZ36                   |   40 |    *    | 2102-12-22 02:34 |  1.03E-8 |  -8.38 |  0 |   13.32  | 2055-2111 |  3.02E-8 |  -7.87 |
2021UT                     |    5 |    *    | 2053-10-22 18:36 |  3.14E-7 |  -8.38 |  0 |   15.69  | 2053-2117 |  1.31E-6 |  -8.00 |
2010UZ7                    |   40 |    *    | 2111-10-17 17:29 |  3.25E-9 |  -8.39 |  0 |   19.47  | 2111-2111 |  3.25E-9 |  -8.39 |
2016UR36                   |   11 |    *    | 2121-03-30 16:55 |  9.56E-8 |  -8.39 |  0 |   20.03  | 2107-2121 |  1.12E-7 |  -8.31 |
2019DM1                    |    9 |    *    | 2088-02-27 11:54 |  1.08E-7 |  -8.39 |  0 |   20.77  | 2072-2095 |  1.22E-7 |  -8.34 |
2007EE26                   |   21 |    *    | 2100-02-13 22:04 |  3.26E-8 |  -8.39 |  0 |   12.09  | 2100-2100 |  3.26E-8 |  -8.39 |
2024HZ                     |    7 |    *    | 2121-04-19 08:23 |  5.16E-7 |  -8.39 |  0 |   13.27  | 2109-2121 |  7.29E-7 |  -8.23 |
2023VC2                    |   15 |    *    | 2102-11-24 03:46 |  6.95E-8 |  -8.40 |  0 |   12.36  | 2102-2102 |  6.95E-8 |  -8.40 |
2010BO127                  |  500 |    *    | 2059-09-21 04:06 | 6.43E-11 |  -8.40 |  0 |   17.71  | 2059-2119 | 1.50E-10 |  -8.22 |
2008XC1                    |   70 |    *    | 2085-12-17 14:48 |  1.14E-9 |  -8.40 |  0 |   16.16  | 2085-2088 |  1.20E-9 |  -8.38 |
2021BL2                    |    7 |    *    | 2038-01-14 07:04 |  5.46E-8 |  -8.40 |  0 |   17.09  | 2035-2121 |  2.45E-7 |  -7.99 |
2020RE4                    |   10 |    *    | 2120-02-27 18:53 |  1.30E-7 |  -8.41 |  0 |   21.06  | 2067-2120 |  3.66E-7 |  -7.93 |
2021BN                     |    8 |    *    | 2108-08-04 06:16 |  3.55E-7 |  -8.41 |  0 |   13.55  | 2079-2120 |  5.00E-7 |  -8.26 |
2021BO1                    |    6 |    *    | 2077-01-20 03:49 |  4.43E-7 |  -8.41 |  0 |   15.13  | 2077-2115 |  4.57E-7 |  -8.40 |
2024FL1                    |   50 |    *    | 2056-09-27 19:35 | 9.51E-10 |  -8.42 |  0 |   15.79  | 2056-2071 |  1.00E-9 |  -8.40 |
2021WC1                    |    7 |    *    | 2077-11-28 22:02 |  2.08E-7 |  -8.42 |  0 |   16.06  | 2063-2079 |  4.40E-7 |  -8.10 |
2022DO2                    |    9 |    *    | 2113-02-24 15:38 |  2.52E-7 |  -8.42 |  0 |   14.21  | 2107-2113 |  2.54E-7 |  -8.42 |
2020UX                     |  2.2 |    *    | 2087-10-20 19:02 |  5.52E-6 |  -8.43 |  0 |   13.97  | 2087-2112 |  6.64E-6 |  -8.36 |
2022WW2                    |   27 |    *    | 2119-10-30 13:21 |  1.59E-8 |  -8.44 |  0 |   15.97  | 2119-2119 |  1.59E-8 |  -8.44 |
2023BR7                    |   11 |    *    | 2099-07-14 05:09 |  1.40E-7 |  -8.44 |  0 |   14.11  | 2099-2117 |  2.42E-7 |  -8.23 |
2009EJ1                    |    8 |    *    | 2039-11-09 05:52 |  4.77E-8 |  -8.44 |  0 |   15.55  | 2039-2118 |  2.67E-7 |  -8.00 |
2023LP1                    |    5 |    *    | 2065-06-12 15:23 |  3.75E-7 |  -8.45 |  0 |   17.35  | 2064-2074 |  5.40E-7 |  -8.29 |
2023UK3                    |    5 |    *    | 2050-10-24 19:09 |  2.06E-7 |  -8.46 |  0 |   14.01  | 2050-2052 |  2.99E-7 |  -8.31 |
2023EE2                    |    7 |    *    | 2113-03-11 07:00 |  3.11E-7 |  -8.46 |  0 |   15.38  | 2081-2121 |  6.81E-7 |  -8.10 |
2018GD2                    |    5 |    *    | 2108-10-16 01:23 |  1.12E-6 |  -8.46 |  0 |   13.51  | 2096-2117 |  2.84E-6 |  -8.06 |
2021JB6                    |    6 |    *    | 2112-05-15 10:52 |  5.28E-7 |  -8.46 |  0 |   14.09  | 2112-2122 |  5.49E-7 |  -8.44 |
2024RY10                   |   17 |    *    | 2098-09-15 19:30 |  4.23E-8 |  -8.48 |  0 |   12.24  | 2053-2107 |  9.36E-8 |  -8.06 |
2024CM5                    |    8 |    *    | 2061-02-11 09:25 |  9.29E-8 |  -8.48 |  0 |   15.26  | 2061-2061 |  9.29E-8 |  -8.48 |
2010XB73                   |  140 |    *    | 2121-05-30 21:19 |  1.67E-9 |  -8.49 |  0 |   12.54  | 2114-2121 |  2.26E-9 |  -8.35 |
2017KC36                   |   12 |    *    | 2037-05-25 04:57 |  1.30E-8 |  -8.50 |  0 |   16.30  | 2037-2054 |  1.33E-8 |  -8.50 |
2012BN123                  |   80 |    *    | 2074-01-02 04:21 | 7.52E-10 |  -8.51 |  0 |   11.47  | 2074-2110 | 8.71E-10 |  -8.47 |
2020FM1                    |    5 |    *    | 2109-03-17 17:42 |  8.83E-7 |  -8.52 |  0 |   13.24  | 2071-2122 |  2.34E-6 |  -8.10 |
2008SH148                  |   21 |    *    | 2081-10-11 00:10 |  5.87E-9 |  -8.53 |  0 |   16.20  | 2034-2084 |  1.69E-8 |  -8.21 |
2021TG14                   |    8 |    *    | 2114-10-19 20:21 |  1.95E-7 |  -8.53 |  0 |   15.88  | 2102-2120 |  4.71E-7 |  -8.13 |
2023XL11                   |   17 |    *    | 2090-12-19 06:40 |  1.98E-8 |  -8.54 |  0 |   16.15  | 2090-2090 |  1.98E-8 |  -8.54 |
2019JY2                    |    4 |    *    | 2119-04-28 04:40 |  1.20E-6 |  -8.54 |  0 |   13.56  | 2059-2122 |  3.99E-6 |  -7.92 |
2014XE32                   |   19 |    *    | 2068-12-11 02:24 |  1.20E-8 |  -8.54 |  0 |   17.55  | 2068-2068 |  1.20E-8 |  -8.54 |
2023VG5                    |   26 |    *    | 2091-11-21 09:57 |  3.72E-9 |  -8.55 |  0 |   25.13  | 2091-2091 |  3.72E-9 |  -8.55 |
2003UM3                    |    9 |    *    | 2086-10-13 02:16 |  7.61E-8 |  -8.55 |  0 |   17.67  | 2055-2116 |  1.72E-7 |  -8.10 |
2018WA1                    |    4 |    *    | 2097-11-08 11:35 |  1.92E-6 |  -8.55 |  0 |   11.56  | 2068-2121 |  8.98E-6 |  -7.90 |
2017UQ6                    |   14 |    *    | 2080-08-25 06:46 |  6.01E-8 |  -8.55 |  0 |   11.58  | 2080-2119 |  7.20E-8 |  -8.50 |
2006BO7                    |    5 |    *    | 2060-05-22 22:10 |  2.75E-7 |  -8.55 |  0 |   14.88  | 2060-2122 |  3.24E-7 |  -8.52 |
2007WT3                    |   50 |    *    | 2101-11-08 01:23 | 8.20E-10 |  -8.56 |  0 |   22.84  | 2101-2101 | 8.20E-10 |  -8.56 |
2010UB                     |   40 |    *    | 2116-10-29 07:27 |  5.67E-9 |  -8.56 |  0 |   13.74  | 2116-2116 |  5.67E-9 |  -8.56 |
2022OC5                    |   14 |    *    | 2111-05-04 12:28 |  6.08E-8 |  -8.56 |  0 |   14.92  | 2111-2111 |  6.08E-8 |  -8.56 |
1994XM1                    |    8 |    *    | 2117-12-08 23:35 |  1.78E-7 |  -8.56 |  0 |   15.96  | 2117-2117 |  1.78E-7 |  -8.56 |
2020WA1                    |    7 |    *    | 2059-11-20 16:47 |  6.58E-8 |  -8.56 |  0 |   22.95  | 2051-2082 |  2.55E-7 |  -7.96 |
2021VY7                    |    5 |    *    | 2054-05-10 21:11 |  2.08E-7 |  -8.56 |  0 |   16.55  | 2044-2117 |  1.63E-6 |  -8.03 |
2006WV                     |   13 |    *    | 2082-11-22 10:00 |  2.73E-8 |  -8.57 |  0 |   18.39  | 2082-2120 |  5.54E-8 |  -8.32 |
2019EF                     |   17 |    *    | 2119-09-02 03:23 |  2.14E-8 |  -8.58 |  0 |   20.95  | 2097-2119 |  2.15E-8 |  -8.58 |
2020HM6                    |   17 |    *    | 2083-04-20 12:20 |  1.51E-8 |  -8.59 |  0 |   18.86  | 2083-2090 |  1.52E-8 |  -8.59 |
2020SK4                    |    3 |    *    | 2098-03-25 06:22 |  2.22E-6 |  -8.59 |  0 |   12.47  | 2072-2122 |  1.64E-5 |  -7.75 |
2016TM                     |   11 |    *    | 2120-06-12 16:46 |  1.25E-7 |  -8.60 |  0 |   11.97  | 2093-2120 |  1.93E-7 |  -8.36 |
2022AB4                    |   16 |    *    | 2119-01-13 15:27 |  4.06E-8 |  -8.60 |  0 |   14.89  | 2107-2119 |  8.28E-8 |  -8.28 |
2022YC                     |    5 |    *    | 2119-03-10 22:21 |  1.15E-6 |  -8.61 |  0 |   12.16  | 2084-2122 |  3.16E-6 |  -8.09 |
2021PA211                  |    4 |    *    | 2089-08-04 14:19 |  6.32E-7 |  -8.61 |  0 |   13.75  | 2089-2089 |  1.07E-6 |  -8.38 |
2013GW38                   |    8 |    *    | 2070-04-08 00:04 |  1.13E-7 |  -8.62 |  0 |   15.20  | 2070-2104 |  1.15E-7 |  -8.62 |
2022UG                     |   20 |    *    | 2071-10-16 15:43 |  1.09E-8 |  -8.62 |  0 |   14.84  | 2071-2108 |  1.37E-8 |  -8.56 |
2023VV1                    |    6 |    *    | 2117-02-08 00:20 |  4.82E-7 |  -8.62 |  0 |   11.67  | 2101-2117 |  9.35E-7 |  -8.31 |
2005AU3                    |   21 |    *    | 2116-01-06 16:05 |  9.86E-9 |  -8.63 |  0 |   18.59  | 2097-2116 |  2.00E-8 |  -8.30 |
2008TE                     |   10 |    *    | 2117-09-27 03:15 |  9.36E-8 |  -8.64 |  0 |   16.16  | 2044-2119 |  2.06E-7 |  -8.10 |
2016FA14                   |   12 |    *    | 2077-03-29 05:36 |  2.73E-8 |  -8.64 |  0 |   18.85  | 2072-2077 |  4.48E-8 |  -8.40 |
2020FP5                    |    4 |    *    | 2121-03-23 19:08 |  1.19E-6 |  -8.64 |  0 |   13.27  | 2111-2122 |  2.44E-6 |  -8.33 |
2021NU3                    |    7 |    *    | 2093-07-08 10:38 |  1.89E-7 |  -8.64 |  0 |   16.23  | 2093-2093 |  2.81E-7 |  -8.47 |
2022RD2                    |    7 |    *    | 2114-11-16 03:23 |  4.05E-7 |  -8.65 |  0 |   11.18  | 2084-2119 |  6.18E-7 |  -8.47 |
2016VZ17                   |   11 |    *    | 2041-08-18 21:30 |  1.43E-8 |  -8.65 |  0 |   14.77  | 2041-2041 |  1.43E-8 |  -8.65 |
2018WG2                    |    3 |    *    | 2103-05-21 13:06 |  1.54E-6 |  -8.66 |  0 |   12.92  | 2077-2118 |  2.09E-6 |  -8.51 |
2015HD1                    |   12 |    *    | 2060-04-19 19:47 |  1.67E-8 |  -8.66 |  0 |   19.32  | 2060-2060 |  1.67E-8 |  -8.66 |
2018XX3                    |    4 |    *    | 2088-12-10 14:21 |  8.36E-7 |  -8.67 |  0 |   12.02  | 2088-2121 |  8.43E-7 |  -8.67 |
2021AP6                    |   17 |    *    | 2104-02-15 01:53 |  3.83E-8 |  -8.68 |  0 |   11.98  | 2104-2121 |  3.91E-8 |  -8.67 |
2023VN5                    |   10 |    *    | 2117-11-04 21:21 |  6.41E-8 |  -8.69 |  0 |   17.32  | 2117-2117 |  6.41E-8 |  -8.69 |
2023OD1                    |   40 |    *    | 2111-07-17 12:01 |  3.61E-9 |  -8.69 |  0 |   13.82  | 2111-2111 |  3.61E-9 |  -8.69 |
2008GF1                    |    8 |    *    | 2080-04-07 12:21 |  7.14E-8 |  -8.69 |  0 |   18.39  | 2080-2080 |  7.14E-8 |  -8.69 |
2017FS                     |    6 |    *    | 2119-09-04 05:30 |  1.88E-7 |  -8.69 |  0 |   22.65  | 2119-2119 |  1.88E-7 |  -8.69 |
2014HK197                  |   17 |    *    | 2062-09-07 04:20 |  1.13E-9 |  -8.69 |  0 |   20.29  | 2062-2062 |  1.13E-9 |  -8.69 |
2020QC                     |   11 |    *    | 2041-08-19 03:00 |  7.51E-9 |  -8.69 |  0 |   21.87  | 2041-2041 |  7.51E-9 |  -8.69 |
2023TY10                   |    7 |    *    | 2077-05-06 22:08 |  7.36E-8 |  -8.72 |  0 |   19.09  | 2077-2077 |  7.36E-8 |  -8.72 |
2021CD8                    |    7 |    *    | 2099-01-29 23:57 |  2.56E-7 |  -8.72 |  0 |   11.39  | 2085-2120 |  4.23E-7 |  -8.53 |
2016AQ164                  |    4 |    *    | 2035-01-10 07:42 |  8.28E-8 |  -8.72 |  0 |   17.84  | 2035-2035 |  8.28E-8 |  -8.72 |
2017TD6                    |   13 |    *    | 2081-10-19 17:38 |  3.00E-8 |  -8.73 |  0 |   14.36  | 2081-2081 |  3.00E-8 |  -8.73 |
2004XO63                   |   21 |    *    | 2065-12-15 01:23 |  6.46E-9 |  -8.74 |  0 |   13.84  | 2065-2065 |  6.46E-9 |  -8.74 |
2014SH224                  |   22 |    *    | 2117-10-01 17:13 |  1.25E-8 |  -8.74 |  0 |   15.56  | 2117-2117 |  1.25E-8 |  -8.74 |
2008US                     |  1.8 |    *    | 2044-04-17 04:53 |  4.94E-7 |  -8.74 |  0 |   21.97  | 2042-2044 |  5.87E-7 |  -8.66 |
2023RM16                   |    6 |    *    | 2059-09-05 12:48 |  9.54E-8 |  -8.75 |  0 |   14.04  | 2059-2082 |  9.73E-8 |  -8.74 |
2008CB6                    |   13 |    *    | 2101-04-28 09:18 |  3.66E-8 |  -8.75 |  0 |   13.38  | 2101-2122 |  1.28E-7 |  -8.25 |
2013EC20                   |    6 |    *    | 2090-07-14 00:28 |  3.44E-7 |  -8.75 |  0 |   11.50  | 2090-2121 |  3.76E-7 |  -8.72 |
2004FH                     |   20 |    *    | 2111-03-19 15:17 |  1.62E-8 |  -8.75 |  0 |   13.14  | 2111-2111 |  1.62E-8 |  -8.75 |
2018DO3                    |    5 |    *    | 2040-02-15 01:03 |  1.25E-9 |  -8.76 |  0 |   24.37  | 2040-2087 |  4.97E-9 |  -8.72 |
2024RA16                   |    6 |    *    | 2097-07-18 17:13 |  2.62E-7 |  -8.76 |  0 |   11.25  | 2097-2118 |  5.28E-7 |  -8.50 |
2022UA5                    |    4 |    *    | 2072-07-23 12:02 |  6.45E-7 |  -8.77 |  0 |   11.86  | 2072-2102 |  1.07E-6 |  -8.61 |
2017UL5                    |   20 |    *    | 2111-10-25 14:15 |  1.67E-8 |  -8.77 |  0 |   13.85  | 2100-2111 |  2.39E-8 |  -8.60 |
2020BY11                   |    9 |    *    | 2120-01-25 21:04 |  8.58E-8 |  -8.77 |  0 |   16.76  | 2120-2121 |  9.11E-8 |  -8.74 |
2020HN3                    |    4 |    *    | 2118-10-22 06:19 |  8.56E-7 |  -8.77 |  0 |   11.94  | 2092-2118 |  1.91E-6 |  -8.39 |
2008EK68                   |    4 |    *    | 2063-03-04 09:13 |  9.89E-7 |  -8.77 |  0 |   13.22  | 2029-2122 |  5.76E-6 |  -8.03 |
2021GU12                   |   10 |    *    | 2097-04-06 23:18 |  7.15E-8 |  -8.78 |  0 |   14.24  | 2047-2114 |  7.16E-8 |  -8.78 |
2019KY3                    |   17 |    *    | 2097-06-01 06:24 |  9.98E-9 |  -8.79 |  0 |   20.10  | 2097-2097 |  9.98E-9 |  -8.79 |
2023CG4                    |    5 |    *    | 2108-02-07 18:15 |  2.93E-7 |  -8.80 |  0 |   15.89  | 2108-2114 |  5.08E-7 |  -8.57 |
2017FA159                  |    7 |    *    | 2037-06-20 03:38 |  2.86E-8 |  -8.80 |  0 |   13.09  | 2037-2122 |  3.85E-7 |  -8.20 |
2011DE5                    |   19 |    *    | 2106-02-27 00:14 |  9.75E-9 |  -8.80 |  0 |   19.41  | 2106-2106 |  9.75E-9 |  -8.80 |
2013VJ13                   |   60 |    *    | 2099-10-30 09:28 | 4.49E-10 |  -8.81 |  0 |   19.60  | 2099-2120 |  1.26E-9 |  -8.40 |
2024JT                     |    8 |    *    | 2109-11-06 19:39 |  1.28E-7 |  -8.81 |  0 |   12.86  | 2099-2116 |  1.37E-7 |  -8.78 |
2019GP21                   |    4 |    *    | 2101-04-02 01:11 |  5.04E-7 |  -8.83 |  0 |   15.53  | 2072-2121 |  2.27E-6 |  -8.13 |
2021XC2                    |    4 |    *    | 2085-12-05 23:16 |  4.31E-7 |  -8.83 |  0 |   14.58  | 2082-2096 |  9.76E-7 |  -8.48 |
2022AO1                    |    4 |    *    | 2114-01-05 17:59 |  3.64E-7 |  -8.83 |  0 |   17.88  | 2113-2117 |  4.14E-7 |  -8.77 |
2017UK52                   |   17 |    *    | 2025-04-29 22:31 | 1.09E-10 |  -8.83 |  0 |   19.21  | 2025-2080 | 1.90E-10 |  -8.82 |
2020SC                     |   17 |    *    | 2092-09-16 09:03 |  6.74E-9 |  -8.84 |  0 |   24.59  | 2079-2092 |  8.06E-9 |  -8.75 |
2016JA                     |   12 |    *    | 2118-09-27 09:20 |  5.95E-8 |  -8.84 |  0 |   13.44  | 2074-2118 |  1.30E-7 |  -8.43 |
2012CS46                   |   11 |    *    | 2106-02-27 10:22 |  6.54E-8 |  -8.85 |  0 |   13.05  | 2095-2116 |  1.08E-7 |  -8.64 |
2006EH1                    |   17 |    *    | 2121-03-05 08:11 |  1.27E-8 |  -8.85 |  0 |   17.35  | 2121-2121 |  1.27E-8 |  -8.85 |
2022SZ9                    |    8 |    *    | 2090-10-06 17:27 |  9.63E-8 |  -8.86 |  0 |   13.59  | 2090-2108 |  1.09E-7 |  -8.82 |
2012GD                     |   15 |    *    | 2097-06-10 18:18 |  2.11E-8 |  -8.86 |  0 |   13.86  | 2036-2106 |  3.60E-8 |  -8.62 |
2022QE265                  |    6 |    *    | 2122-08-24 09:17 |  1.91E-7 |  -8.87 |  0 |   14.79  | 2122-2122 |  3.08E-7 |  -8.67 |
2022JK2                    |   10 |    *    | 2081-05-03 16:04 |  5.33E-8 |  -8.89 |  0 |   13.60  | 2081-2109 |  5.55E-8 |  -8.87 |
2020DP14                   |    3 |    *    | 2083-02-17 14:09 |  7.53E-7 |  -8.91 |  0 |   12.90  | 2056-2099 |  2.26E-6 |  -8.43 |
1993KA2                    |    5 |    *    | 2060-11-10 00:22 |  3.52E-8 |  -8.92 |  0 |   25.75  | 2060-2060 |  3.52E-8 |  -8.92 |
2019JH7                    |    4 |    *    | 2114-05-17 11:03 |  4.47E-7 |  -8.93 |  0 |   14.39  | 2114-2118 |  4.51E-7 |  -8.93 |
2022CB3                    |  2.9 |    *    | 2087-02-07 04:58 |  4.81E-7 |  -8.93 |  0 |   20.19  | 2075-2120 |  9.58E-7 |  -8.65 |
2009VT1                    |    4 |    *    | 2081-10-11 00:46 |  2.90E-7 |  -8.94 |  0 |   13.19  | 2064-2119 |  1.04E-6 |  -8.43 |
2019UN8                    |    4 |    *    | 2105-05-30 02:00 |  2.13E-7 |  -8.94 |  0 |   22.20  | 2097-2122 |  7.03E-7 |  -8.42 |
2021XV4                    |    7 |    *    | 2103-05-31 10:33 |  5.63E-8 |  -8.94 |  0 |   23.02  | 2090-2103 |  1.68E-7 |  -8.45 |
2020KD1                    |    9 |    *    | 2042-05-23 08:22 |  1.34E-8 |  -8.96 |  0 |   14.18  | 2042-2042 |  1.34E-8 |  -8.96 |
2023HO36                   |    3 |    *    | 2120-10-23 12:46 |  8.43E-7 |  -8.96 |  0 |   14.00  | 2082-2122 |  3.90E-6 |  -8.24 |
2022BO1                    |   12 |    *    | 2119-01-29 04:02 |  2.83E-8 |  -8.97 |  0 |   17.34  | 2119-2119 |  2.83E-8 |  -8.97 |
2015BP513                  |   16 |    *    | 2108-11-25 09:59 |  1.73E-8 |  -8.97 |  0 |   13.49  | 2108-2108 |  1.73E-8 |  -8.97 |
2023UE                     |    6 |    *    | 2114-09-06 02:54 |  1.73E-7 |  -8.98 |  0 |   12.26  | 2074-2122 |  3.78E-7 |  -8.65 |
2019SU1                    |    8 |    *    | 2119-03-14 04:35 |  1.35E-7 |  -8.99 |  0 |   12.28  | 2116-2119 |  1.35E-7 |  -8.99 |
2021WU                     |   21 |    *    | 2106-11-24 21:43 |  4.49E-9 |  -8.99 |  0 |   19.64  | 2106-2106 |  4.49E-9 |  -8.99 |
2021XK3                    |   14 |    *    | 2062-11-30 22:12 |  1.00E-8 |  -9.00 |  0 |   15.54  | 2062-2062 |  1.00E-8 |  -9.00 |
2007WW3                    |   60 |    *    | 2031-11-14 16:29 | 8.00E-11 |  -9.00 |  0 |   12.03  | 2031-2031 | 8.00E-11 |  -9.00 |
2020UL3                    |   80 |    *    | 2122-11-15 03:30 | 2.67E-10 |  -9.00 |  0 |   15.12  | 2122-2122 | 2.67E-10 |  -9.00 |
2024MB1                    |   13 |    *    | 2117-06-24 06:37 |  3.15E-8 |  -9.02 |  0 |   11.88  | 2098-2121 |  5.56E-8 |  -8.75 |
2019SO6                    |   27 |    *    | 2077-02-06 14:41 | 9.30E-10 |  -9.03 |  0 |   30.29  | 2077-2112 |  1.29E-9 |  -8.94 |
2020UY                     |    6 |    *    | 2075-10-22 05:16 |  1.18E-7 |  -9.03 |  0 |   13.11  | 2075-2121 |  2.80E-7 |  -8.73 |
2011CA7                    |    3 |    *    | 2062-02-19 17:27 |  3.12E-7 |  -9.03 |  0 |   14.30  | 2062-2119 |  7.31E-7 |  -8.73 |
2021VN3                    |  2.8 |    *    | 2069-08-26 19:38 |  4.96E-7 |  -9.04 |  0 |   14.39  | 2069-2108 |  5.19E-7 |  -9.03 |
2021LK6                    |    8 |    *    | 2086-06-10 02:46 |  4.53E-8 |  -9.04 |  0 |   16.83  | 2081-2115 |  6.29E-8 |  -8.93 |
2010CQ19                   |   13 |    *    | 2114-03-11 17:40 |  1.40E-8 |  -9.04 |  0 |   17.15  | 2114-2114 |  1.40E-8 |  -9.04 |
2020TE6                    |   12 |    *    | 2066-10-17 12:07 |  1.36E-8 |  -9.05 |  0 |   15.67  | 2066-2067 |  1.36E-8 |  -9.05 |
2022GB                     |    5 |    *    | 2122-03-31 21:28 |  3.00E-7 |  -9.05 |  0 |   13.79  | 2121-2122 |  3.02E-7 |  -9.05 |
2024BQ1                    |    4 |    *    | 2115-01-22 04:32 |  4.91E-7 |  -9.06 |  0 |   12.87  | 2115-2121 |  4.94E-7 |  -9.06 |
2018LE1                    |   11 |    *    | 2102-05-26 20:55 |  4.07E-8 |  -9.07 |  0 |   12.64  | 2102-2102 |  4.07E-8 |  -9.07 |
2024RK13                   |    8 |    *    | 2103-11-03 15:18 |  7.06E-8 |  -9.08 |  0 |   12.35  | 2103-2103 |  7.06E-8 |  -9.08 |
2023QJ5                    |   14 |    *    | 2113-09-04 05:26 |  1.35E-8 |  -9.09 |  0 |   15.95  | 2113-2113 |  1.35E-8 |  -9.09 |
2020VK6                    |   29 |    *    | 2090-12-09 17:10 |  2.28E-9 |  -9.09 |  0 |   14.72  | 2090-2090 |  2.28E-9 |  -9.09 |
2019SE11                   |   26 |    *    | 2053-09-18 18:10 |  1.11E-9 |  -9.09 |  0 |   13.40  | 2053-2064 |  1.64E-9 |  -8.96 |
2020CW                     |  1.2 |    *    | 2057-01-31 13:36 |  1.33E-6 |  -9.09 |  0 |   22.92  | 2046-2057 |  1.35E-6 |  -9.08 |
2014OQ392                  |  110 |    *    | 2104-10-12 08:37 | 5.40E-11 |  -9.10 |  0 |   15.07  | 2104-2104 | 5.40E-11 |  -9.10 |
2007XB23                   |   14 |    *    | 2100-12-10 20:05 |  1.93E-8 |  -9.10 |  0 |   12.08  | 2083-2119 |  2.16E-8 |  -9.04 |
